레몬이,10
체감,31
준,100
냉,25
그것,53
부족,108
대로,40
가요,33
제겐,4
향기,8
그닥,21
세력,3
근대,10
헤프,17
문후,2
꽃밭,3
젛으몈,2
그늘,26
저번,38
이야기,49
평,145
괸주시,3
소독,19
식물성,14
쑥,43
유기농,86
쪼꼬미들,1
조만간,40
첨,16
파중,4
툼,28
칼,18
감동,58
자알,1
하라,15
무하,17
회복,5
병원,27
교류,3
효고,6
가기,5
미량,5
관,107
지장,22
역,37
상자,65
번은,15
쌔네,2
보지,113
달동,30
천리,28
갈이,24
준비,148
효,28
병,174
광고,58
활용,98
베,41
발달,10
뇽,3
향시,3
두통,20
호야,27
뿌혀주,4
깍지,156
방제,133
역활,26
오,90
셀,5
리아,5
면관,33
틀,31
관엽,153
위주,33
생겻어용,1
활,33
불구,37
폴리,10
유카,4
리가,17
자리,275
렸,4
눌렸는,3
흔적,13
벤자민고무나무,3
듭니,250
동백나무,21
살수,11
장기로,5
거기,74
드네,155
촤,5
아악,17
반도,8
쟁여두,5
입시,1
상해,19
구석,47
는,2
퍼센트,2
파리,1645
출시,23
비누,14
삽목,255
도구,22
배수,29
방울,60
송진,3
때깔,30
업체,63
온실,94
욕심,39
학,6
고개,50
빳빳하,4
보신,16
혀,19
나진,10
꽃볼,4
무식,12
대만,16
땅,84
튜버,4
진,58
동향,145
인친,4
소개,30
지해,7
응대,62
닥,5
확정,41
썻네,5
괜,39
사욘,5
헤픈감,5
얼둣,5
요도,3
육이,10
피톤,1
치드향,1
내용물,40
요하,2
기간,86
얼음,13
암모니아,3
방바닥,3
벽,42
관건,6
제화,1
구애,24
의견,9
수정,54
위쪽,25
서고,14
새,162
생장,300
궁합,19
년월,2
스토어,6
일치,20
중독,5
매각,3
다썻어,3
툭,26
애용,38
꽤,179
흠,11
지난번,8
왕창,4
보나,1
알기,3
궁금,3
누락,12
화가,10
사악,10
서비스,199
진정,7
태,10
고사리,63
욥,24
청해,7
손잡이,14
재질,33
재사용,7
절대,36
불가능,7
캠핑,7
소시지,7
미화,7
된거,24
오케이,9
뇌절,3
회수,5
년,39
농사,199
물밥,3
쌜,4
위로,72
거짓말,4
젖,15
유투브,47
잡고,47
더위,29
하쿠,4
유튜버,7
구가,5
불면,11
뭘,10
꼭해,3
주안,5
과연,32
숨,8
요성,1
독해,4
부터,21
연두색,35
안남,7
마찬가지,7
에바,15
극락조,37
전세,7
키도,6
해빛,7
십년,5
노하우,10
대학,5
산학,5
팀,12
기술,16
공장,11
원료,13
소용,9
교환,35
뽁뽁이,29
쭉,39
밀폐,18
햐,2
의정원,2
큰아들,6
혼자,34
장마,140
가보,8
모종,167
사이트,52
그날,23
화이팅,13
키,190
평상시,5
순,162
짐,41
달안,5
주말,88
스피드,4
복구,4
이사도,4
친,14
곁,9
고객,66
신뢰,34
기다림,1
몫,1
식집,5
알보,16
애기,28
신기,25
누렁잎,8
햍볕보,8
료과,8
이특,8
간격,120
주번,8
광,56
이나고,20
책장,8
인증샷,2
줄줄,51
장인,8
무질,8
주루,8
륵,8
분무통,8
도피,2
고요,26
불가,1
착오,2
계량컵,80
꿀럭꿀럭,3
그게,34
공구,3
통반,7
즉시,6
안전성,2
이선,1
몀,1
묘목,5
싼값,4
무기,2
생명력,25
삼나무,4
철쭉,7
소나무,17
발아,87
이듭,1
진챠,3
크기,222
타고,4
로나,5
잎장,3
쪼꼬맣,3
처런,3
밑받침,25
물담은챠,3
미카엘,2
렵니,5
모루,2
겟,2
네이버,15
대상,8
포기,75
사지,15
오기,10
산야,2
초도,2
무난,55
좃,2
지면,24
촉진,38
향기도,6
윤이나,2
만요,8
총알,28
젤,104
쭉쭉,32
농축,9
백배,3
방안,42
식물원,2
숲속,4
태운,4
구조,179
자하,2
할머님,4
세로,27
길이,270
양물,4
세번,60
닽,1
무조건,92
율,42
마가,18
부랴부랴,23
율마,156
스투키,25
나오니,8
입장,15
테스트,20
점수,1
변신,9
이만,10
오류,2
정정,2
로써,2
콤팩타,6
인도,8
천,3
사려,30
외,33
농장,88
출신,3
엔젤아이스,3
한쪽,19
뽕뽕,8
희귀,12
고가,7
요전,9
디자인,440
통방,4
통합,4
별하나,15
읍니,40
조,14
요추,4
동생,13
만발,8
피더,6
피,32
번식,90
직후,4
무름,19
직빵,19
안보,102
여요,33
꽃꽂이,8
업,8
오건,2
민가,10
생겻어,2
보아,29
해피,13
트리,81
인공,2
첨가,12
무럭,22
싱싱,10
러블리,6
브랜드,67
인증,65
패키지,139
체크,39
화학,35
호흡기,12
꽃샘추위,12
거부,25
역할,63
떼,3
색감,71
만주,4
방면,4
작성,105
나물,4
양분,30
루,19
어플,52
씌링,6
안쪽,37
썩,6
수선화,12
커튼,42
짝,48
취업,4
초딩,4
하,4
득템,4
방기,17
직원,11
산발,4
흐믓,6
스포이드,222
계량,55
수경,46
옆면,12
비용,20
몬본듯해,2
오이랑,6
오이,119
수확,41
채소,185
벌벌,4
먹음,3
토마토,181
만점,42
루꼴,16
상추,280
청경채,3
성공,16
유튜브,160
길,36
하이포,3
넥스,1
산들,1
물푸레,176
육묘,5
잘피,8
장훈,26
메리,35
골드,35
적정,7
먕,5
무화과,1
되찿아,1
스확,1
잘컧으,2
차질,1
이상은,14
주입,1
풍년,3
과기대,7
사은,167
테이프,60
트랩,3
간편,5
매년,35
생육,72
재배,167
튜브,16
닷,5
아보,41
부추,7
고수,13
전후,44
폭풍,26
있길럴,2
양재,4
시중,12
도사,2
주렁주렁,30
싹,396
기억,50
삿서,1
완벽,29
명품,13
요양,9
옥상,109
합리,38
잎끝,8
탈,33
방지,28
넝,3
캣,7
그라스,7
물병,4
주사기,14
정품,8
던,5
잎색,18
줄껄,2
차로,7
배추,80
이집,8
개량,4
빨대,1
삿어,20
열심,1
아라하,1
장,102
유튭보,16
대유,202
물꽃,4
담,30
녘,2
문자,26
일어나서,17
즘,2
거래,2
구체,14
나은,7
쌈,44
참외,1
수박,8
형,38
급수,37
효관,1
최곤거,2
방울토마토,62
물통,10
과채,87
부스터,20
해버,1
뿜뿜합니,2
물품,6
다도,6
비리비리,2
습,32
엽채,33
일자,45
효율,11
적임,11
뻘,3
호,263
꾹,45
매장,10
하자,69
치노,5
한그루,9
밭,123
패쓰,1
이지,9
옵션,22
상관,12
혼동,4
주심,21
버터,1
카이,1
비타민,2
신의,2
한수인,2
스마트,23
샐러드,6
샌디,2
거치,133
경토,1
발품,1
팔일이,1
배양,17
거름,26
훨,6
밖,78
어보,28
부착,46
덮개,3
세지,9
조제,1
짬,1
적극,22
배용,1
녹조,6
끼,25
도전,93
금요일,27
오전,101
토요일,14
기질,1
진싹,709
퇴치,166
모로,9
방아잎,1
맹물,42
토,75
나토,2
사업,16
습디,1
겨,2
렉스,2
로메,1
에타,11
토마,2
프레,2
충진싹,6
액제,135
분문,2
마자,7
혼합,76
거지,35
복,56
야채,22
먹이,23
야,1
간이,2
고추,214
전입,75
유문,1
레,2
적용,61
지피필렛,9
발근,134
스포일러,3
청양고추,2
석류,2
아보카도,14
명성,5
킹스베리,4
서도,70
외국,1
양호,10
버킨,3
비닐하우스,17
동야,1
블로깅,1
쪼금씩,2
심기,10
적당,2
개별,25
덜컥,2
눔,1
최적,1
시퍼,1
훨신,1
틍튼,1
따로따로,1
것좀,11
그때,59
고추나무,12
합치,11
개입,11
동봉,203
페트병,138
부탁,32
찿았읍니,2
폐하,2
디도,3
어디,72
내내,61
육안,16
거만,2
고추가,12
아시,6
고의,3
류용,42
사면,48
콜롬버스,3
신대륙,3
추석,7
연휴,49
장아찌,3
번성,7
관엽수들,2
깻잎,19
금박,4
도통,4
어찌,12
에조,2
양주,1
자동,238
밀봉,61
전무,1
컷음,4
료,15
용해,21
잎채소,28
훍,4
도주,11
무지,30
각종,74
파릇,1
릇,1
누액,19
신문지,20
실시,2
과실,5
아스파라거스,33
한층,1
요조,18
펑펑,2
운송,1
금귤,6
애플,13
망고,8
샤,3
해방,57
상토,47
배양토,48
손소독제,22
농도,2
숙지,12
발송,47
발생,51
소독제,4
차례,5
약효,35
장단점,1
맞춤,14
포,32
표,2
색각,2
전문,33
농부가,5
은공,4
면적,14
지체,1
케일,2
유툽,27
조건,33
콜로,2
숩,2
통통,2
뿌쩍,3
싱,6
입구,42
정상,105
쓰렵니,3
살포,252
표기,21
럭,2
소문,62
제주도,6
배송비,23
누가,7
씰링,4
안내,26
깜짝,29
젛겠네,1
정석,2
장땡,3
딸,7
래미,2
중인,28
수시,2
서주니,1
상한,5
볼게욤,1
지연,4
취소,8
식뮬,1
인기,10
품목,2
고갈,10
편지,13
마스크,28
삿습니,5
과육,4
채,149
삿,4
처,48
달리기,1
앞서,1
키트,4
늦,7
구해,9
구별,1
상치,3
열흘,18
해외,6
원예,2
진즉,13
유튜버기,1
넉,5
회분,7
검사,2
물량,1
손세정제,1
캡,2
장사정,2
현황,1
정제,1
보름,18
청소,27
조일,1
달도,11
겨우,3
사과나무,9
남음,2
비닐,61
대파,28
프리지아,2
호도,21
이란,12
아쉬움,28
폭발,6
재고,13
일괄,30
자도,10
생산품,6
대규모,6
조성,6
일조,6
하리,6
물량확보,6
공지,7
투명,72
븨니,2
같이살껄,2
괘춘네,2
구비,17
품절,62
또한,19
배숑,2
디,15
단기간,2
요긴,37
과일,47
으루,1
배합,2
정휸,2
티비,10
울란,2
의문,46
씨발,2
레몬,39
양으로,4
감자,45
와우,13
사용설명서,84
바이블,4
여먕제,1
주리,3
달달,1
셋트,2
고대,2
대한민국,4
대표,21
차일피일,4
약속,8
스트레스,163
유튜버보,2
어항,114
수초,91
전화,46
및,152
포털,1
블루베리,16
시라,3
목소리,3
젠틀,3
며,2
빨랏어,6
영상,28
상풍,1
보구,26
호로,28
소류,1
하내,1
호수,2
입문,8
볼라,2
라벤더,52
쓸게뇨,2
급니,1
조리개,12
왓,10
릴,1
조해,1
농업,3
유행,3
액비,8
손상,11
밌,1
친절,18
아치,2
쌨,4
컷응,1
껑,1
바즐,2
석양,6
컷,13
어유,1
날짜,5
가루,200
조인주,1
죄,1
딘,1
유제품,6
블루투스,1
노이즈,1
용한,7
장훈유튜버,1
지라,3
을,6
쓰깄습니,1
화실,1
여조,1
씨,29
알영,3
장모님,4
댁,17
응,11
인스타,10
미스트,15
꽉,28
이삿집,4
엉망,4
죽엇을텐데,4
떡잎,20
드뎌샀어,3
좋겠죵,3
님,194
오일만,11
레이니,22
샤워,84
런가,98
카시,71
프라이,5
덱,5
오일,189
발라,27
쥬,7
광택,12
어번,4
신선,2
리뉴얼,38
중간,12
패키지디자인,3
민트,46
려면,4
마다,13
순식간,9
연,16
바용,3
부유,3
케이스,6
라벨,3
선반,114
수채화,3
인조,8
꽃처럼,3
실제,87
카드,13
정성스,6
딲,6
먼지,32
힙하,3
모카,2
즁,6
쩜,2
해하,2
촣습니,2
광도,11
흡입,6
눈금,42
펌핑했,2
경과,37
여인,3
욕실,7
그다지,6
테라스,27
올여름,12
습기,13
커녕,7
빗물,7
곤,7
기름,37
부쩍,5
통째,12
번쩍,2
한마음,4
발,19
준수,5
어쨌던,3
조그만,19
개간,1
기원,22
벼농사,2
쌋는데,2
안함,7
퇴비,11
옹,4
훜,3
햇습니,12
다기,4
햇읍니,6
평가,15
고구마,14
토양,123
춘천,3
년도,1
과수,1
나기,42
생수,65
달이,62
유실수,4
자켜볼,4
건데,14
일본제,3
갠,6
별반,3
좋왓으,1
덤,13
아마,95
감기,2
유채,3
생물,3
발육,12
어우,1
장갑,86
봉,183
젛,5
반송,1
쪽파,8
노릿,4
다운,4
합,12
다농,4
다양,2
댜,3
환불,14
안해,46
아지,1
마법,12
홍산,1
마늘,63
양파,42
월,15
동전,1
잔디,407
김장,11
뿌렷는데,4
참조,6
적당량,1
동영상,19
무관,4
통보,2
삭제,2
적립,2
혜택,2
분재,16
대나무,3
단풍나무,2
백합,1
뽀족하,1
오이도,1
즉,24
이렁건,1
삼촌,2
키위,4
동백,53
엽면,7
무우,32
열무,9
본가,2
한버,3
구합,3
발버둥,2
과장,2
부자,4
비시,1
포도,2
작살,5
실망,14
논,8
병구,4
아버님,21
말씀,27
올릴겡,1
안스리움,1
글거려,1
했슺니,1
읍,7
주하,28
젔습,1
단말,3
역효과,6
괴사,3
요청,10
올가을,8
갈색,20
비사,2
탄저병,2
해주엇어,4
드렀,1
댓글,11
했습닏,1
리얼,22
문하,2
개사,7
작업,22
세심,106
미생물,24
참깨,2
옥수수,2
병인,7
독성,22
제발,68
웬,2
다섯,2
참외엽,1
생명,28
심신,4
안정효,4
다음주,13
해바라기,3
옆집,9
재주,10
지금껏,8
맘에듭니,7
툐,1
고온,34
엇네,2
닌깐,3
삼일,2
촣아,1
써비스,6
바이러스,5
효소,20
글쎄요,6
판이,3
실버,3
대의,23
미네랄,6
즉각,4
괸,4
리해,4
천연,123
정원사,2
알카리,2
복합,5
만난,6
허브,83
파프리카,6
안트,6
점심,11
바램,20
패스,20
스푼,89
모조,2
정식,12
주인,6
사냥,3
품평,1
뇌물,181
검증,21
주택,15
돌,11
사이,190
거제,14
엤,2
만들기,38
마지막,153
멀칭,2
피해,42
심,51
과립,8
보리수나무,4
진딧물,336
지퍼,58
